Sample ID,WWTP ID,SiteID,Site Name,Sampling Date,Latitude,Longitude,City Name,Country/Region,Continent,Climate typea,Annual average,Annual mean of daily maximum,Annual mean of daily minimum,Sampling month average,Sampling moment,Annual,Sampling month,GDP per capita (dollars),City population,Year of plant build,Designed capacity (m3/d),Actual Inf rate (m3/d),Volume of aeration tanks (m3),Plant,Aeration tank,SRT (d),General type ,Detailed type,Nitrification,Denitrification,Aerator type,BOD (mg/l) Inf,BOD (mg/l) inf/(1+recycle ratio),BOD (mg/l) Aeration tank inf,BOD (mg/l) Eff,COD (mg/l) Inf,COD (mg/l) Inf/(1+recycle ratio),COD (mg/l) Aeration tank inf,COD (mg/l) Eff,F/M (kg BOD/kg MLSS-d),NH4-N (mg/l) Inf,NH4-N (mg/l) Aeration tank inf,NH4-N (mg/l) Eff,TN (mg/l) Inf,TN (mg/l) Aeration tank inf,TN (mg/l) Eff,TP (mg/l) Inf,TP (mg/l) Aeration tank inf,TP (mg/l) Eff,Contained in Inf?,Percentage,MLSS (mg/l),DO (mg/l),pH,Mixed liquid temperature (oC),Conductivity (μS/cm),NH4-N (mg/l),NO3-N (mg/l),SVI (ml/g),Unnamed: 0,Sample ID,Sampling month average,Sampling month,SRTd,COD,NH4N,TP,Gammaproteobacteria,Bacteroidia,Unclassified,Alphaproteobacteria,Others,Clostridia,Anaerolineae,Parcubacteria,Polyangia,Planctomycetes,Verrucomicrobiae,Bdellovibrionia,Chlamydiae,Oligoflexia,Phycisphaerae,Gracilibacteria,Actinobacteria,Bacilli,Microgenomatia,Babeliae,ABY1,Saccharimonadia,Acidimicrobiia,Omnitrophia,Cyanobacteriia,Acidobacteriae,Myxococcia,Nanoarchaeia,Thermoleophilia,Blastocatellia,OM190,Spirochaetia,Nitrospiria,Chloroflexia,Kiritimatiellae,Ignavibacteria,Desulfuromonadia,Campylobacteria,Gemmatimonadetes,Vicinamibacteria,Fimbriimonadia,Vampirivibrionia,Desulfovibrionia,Negativicutes,Holophagae,Leptospirae,metagenome,Kapabacteria,Lineage IIb,Desulfobacteria,Hydrogenedentia
USMD3C,USMD1,USDC,Washington DC,2014-09-09,39.232623,,USMD,United States,North America,Cfa,14.0,29.0,-12.0,22.0,,1088.0,93.0,73017.0,6056296.0,1935.0,276335.0602,242266.3542,57538.08,,,9.0,pure oxygen,Pure oxygen,No,No,,200.0,153.8461538,,11.0,600.0,461.5384615,,,0.255184207,,,,27.67,,20.72,3.45,,0.681,Yes,0.1,3300.0,,6.06,,,,,,711.0,USMD3C,22.0,93.0,9.0,600.0,,3.45,30.109375,33.17578125,6.8125,6.6953125,0.41015625,0.50390625,1.52734375,0.56640625,1.5390625,0.421875,1.7265625,0.1875,0.03515625,0.07421875,0.00390625,0.1640625,7.91015625,0.23828125,0.00390625,0.03125,0.00390625,0.14453125,1.25390625,0.0,0.01953125,0.27734375,0.8203125,0.015625,0.01171875,0.0078125,0.0,0.08984375,0.0078125,0.0390625,0.0078125,0.0546875,0.046875,1.69921875,0.31640625,0.00390625,0.01171875,0.0,0.0390625,0.04296875,2.875,0.01171875,0.00390625,0.0,0.0,0.00390625,0.0546875
USMD4A,USMD1,USDC,Washington DC,2014-09-09,39.232623,,USMD,United States,North America,Cfa,14.0,29.0,-12.0,22.0,,1088.0,93.0,73017.0,6056296.0,1935.0,276335.0602,242266.3542,57538.08,,,9.0,pure oxygen,Pure oxygen,No,No,,200.0,153.8461538,,11.0,600.0,461.5384615,,,0.24767879,,,,27.67,,20.72,3.45,,0.681,Yes,0.1,3400.0,12.0,6.17,,,,,,712.0,USMD4A,22.0,93.0,9.0,600.0,,3.45,37.99609375,33.87890625,1.5390625,6.3359375,0.98046875,0.65625,0.9765625,0.25,4.828125,0.38671875,1.703125,0.24609375,0.08203125,0.11328125,0.046875,0.50390625,3.6875,0.3359375,0.0,0.140625,0.0,0.13671875,0.58203125,0.0,0.015625,0.15625,0.078125,0.00390625,0.00390625,0.0390625,0.00390625,0.0859375,0.00390625,0.06640625,0.00390625,0.23046875,0.1484375,2.05859375,0.4453125,0.02734375,0.05859375,0.0078125,0.11328125,0.0859375,0.83203125,0.02734375,0.00390625,0.0,0.0,0.00390625,0.08984375
USMD4B,USMD1,USDC,Washington DC,2014-09-09,39.232623,,USMD,United States,North America,Cfa,14.0,29.0,-12.0,22.0,,1088.0,93.0,73017.0,6056296.0,1935.0,276335.0602,242266.3542,57538.08,,,9.0,pure oxygen,Pure oxygen,No,No,,200.0,153.8461538,,11.0,600.0,461.5384615,,,0.24767879,,,,27.67,,20.72,3.45,,0.681,Yes,0.1,3400.0,5.0,6.17,,,,,,713.0,USMD4B,22.0,93.0,9.0,600.0,,3.45,38.30078125,38.33984375,1.75390625,4.6484375,1.046875,0.51953125,0.4296875,0.28515625,3.1484375,0.30859375,1.67578125,0.25,0.078125,0.140625,0.04296875,0.5234375,0.87109375,0.23828125,0.0078125,0.17578125,0.0,0.19140625,0.109375,0.0,0.00390625,0.08984375,0.50390625,0.01171875,0.0,0.0390625,0.01953125,0.140625,0.00390625,0.02734375,0.00390625,0.30859375,0.12890625,4.01171875,0.2734375,0.01953125,0.08984375,0.00390625,0.09765625,0.12109375,0.859375,0.0390625,0.01953125,0.0,0.0,0.0078125,0.08984375
USMD4C,USMD1,USDC,Washington DC,2014-09-09,39.232623,,USMD,United States,North America,Cfa,14.0,29.0,-12.0,22.0,,1088.0,93.0,73017.0,6056296.0,1935.0,276335.0602,242266.3542,57538.08,,,9.0,pure oxygen,Pure oxygen,No,No,,200.0,153.8461538,,11.0,600.0,461.5384615,,,0.24767879,,,,27.67,,20.72,3.45,,0.681,Yes,0.1,3400.0,,6.17,,,,,,714.0,USMD4C,22.0,93.0,9.0,600.0,,3.45,36.51171875,38.40234375,1.734375,3.984375,1.25390625,0.5625,0.54296875,0.29296875,3.03515625,0.24609375,1.82421875,0.19921875,0.1015625,0.125,0.08203125,0.484375,1.1015625,0.234375,0.015625,0.125,0.0,0.1484375,0.21875,0.00390625,0.0234375,0.08984375,0.59765625,0.0078125,0.0,0.03125,0.0078125,0.1640625,0.0078125,0.03515625,0.0078125,0.26953125,0.171875,5.8203125,0.26953125,0.01953125,0.03125,0.00390625,0.125,0.1171875,0.83984375,0.02734375,0.0078125,0.015625,0.0,0.00390625,0.07421875
USFT1A,USFT1,USFT,Fort Smith,2014-08-14,35.3374619,-94.305352,Fort Wayne,United States,North America,Cfa,16.0,31.0,-10.0,28.0,,1104.0,75.0,33818.0,307025.8442,1966.0,75708.23568,32176.00016,6927.303565,7.5,,6.0,complete mix,Complete mix,Yes,No,,248.0,154.0372671,,3.0,,,,,0.423964876,,,16.0,,,,,,3.2,Yes,,2717.0,5.18,,,,,,,715.0,USFT1A,28.0,75.0,6.0,,,,21.98828125,32.8515625,1.4765625,7.28515625,0.6796875,0.328125,0.93359375,0.23828125,13.50390625,1.85546875,3.9765625,0.26953125,1.390625,1.05859375,1.05078125,0.0625,0.890625,0.08984375,0.015625,0.14453125,0.08203125,0.01171875,0.62109375,0.0,0.11328125,0.72265625,0.47265625,0.0,0.4609375,1.46875,0.59765625,0.01953125,1.73828125,0.125,0.015625,0.0078125,0.1953125,0.19921875,0.25,0.33203125,0.234375,0.33203125,0.0234375,0.01171875,0.015625,0.1875,0.2421875,1.19921875,0.0390625,0.03125,0.16015625
USFT1B,USFT1,USFT,Fort Smith,2014-08-14,35.3374619,-94.305352,Fort Wayne,United States,North America,Cfa,16.0,31.0,-10.0,28.0,,1104.0,75.0,33818.0,307025.8442,1966.0,75708.23568,32176.00016,6927.303565,7.5,,6.0,complete mix,Complete mix,Yes,No,,248.0,154.0372671,,3.0,,,,,0.423964876,,,16.0,,,,,,3.2,Yes,,2717.0,5.2,,,,,,,716.0,USFT1B,28.0,75.0,6.0,,,,22.85546875,27.76171875,1.6015625,7.9921875,0.890625,0.3515625,1.02734375,0.30859375,13.96484375,2.07421875,4.015625,0.29296875,1.484375,1.046875,1.34375,0.1171875,1.4453125,0.08984375,0.02734375,0.10546875,0.10546875,0.02734375,0.94921875,0.0,0.13671875,0.60546875,0.56640625,0.0,0.640625,1.3515625,0.765625,0.00390625,2.43359375,0.16015625,0.0390625,0.0234375,0.1796875,0.15234375,0.3125,0.39453125,0.1640625,0.27734375,0.02734375,0.01171875,0.04296875,0.15234375,0.2109375,1.28125,0.015625,0.03125,0.140625
USFT1C,USFT1,USFT,Fort Smith,2014-08-14,35.3374619,-94.305352,Fort Wayne,United States,North America,Cfa,16.0,31.0,-10.0,28.0,,1104.0,75.0,33818.0,307025.8442,1966.0,75708.23568,32176.00016,6927.303565,7.5,,6.0,complete mix,Complete mix,Yes,No,,248.0,154.0372671,,3.0,,,,,0.423964876,,,16.0,,,,,,3.2,Yes,,2717.0,5.97,,,,,,,717.0,USFT1C,28.0,75.0,6.0,,,,22.640625,30.14453125,1.609375,7.41015625,0.78125,0.3203125,1.109375,0.24609375,13.6953125,1.78125,4.08984375,0.34765625,1.28515625,1.12890625,1.1171875,0.12109375,1.22265625,0.0625,0.046875,0.0859375,0.15625,0.01953125,0.73828125,0.0,0.08984375,0.7578125,0.578125,0.0,0.58203125,1.45703125,0.73828125,0.01953125,1.91796875,0.18359375,0.015625,0.0234375,0.20703125,0.1953125,0.33984375,0.33203125,0.21875,0.2734375,0.01953125,0.01953125,0.03515625,0.20703125,0.21484375,1.1953125,0.03125,0.00390625,0.18359375
USFT2A,USFT2,USFT,Fort Smith,2014-08-14,35.3667802,-94.4010988,Fort Wayne,United States,North America,Cfa,16.0,31.0,-10.0,28.0,,1146.0,75.0,33818.0,307025.8442,1965.0,170343.5303,24154.71259,4909.679084,8.0,1.5,4.405,complete mix,Complete mix,Yes,No,,181.0,97.31182796,,2.43,251.0,134.9462366,,22.0,0.267413366,19.28,,0.1,0.33,,8.5,3.8,,1.3,Yes,,3330.0,3.1,,,,,,,718.0,USFT2A,28.0,75.0,4.405,251.0,19.28,3.8,30.3828125,24.49609375,1.51171875,8.3046875,0.71875,0.19921875,1.18359375,1.03125,16.33984375,0.75390625,1.546875,0.64453125,0.1640625,0.265625,0.609375,0.12890625,1.0234375,0.10546875,0.0,0.05859375,0.125,0.31640625,0.2734375,0.01171875,0.03515625,0.3203125,1.296875,0.00390625,0.21484375,1.72265625,0.88671875,0.11328125,0.51953125,1.01953125,0.00390625,0.0078125,0.32421875,0.4140625,0.5,0.34375,0.10546875,0.29296875,0.03515625,0.0390625,0.16796875,0.23046875,0.2265625,0.78125,0.140625,0.0078125,0.05078125
USFT2B,USFT2,USFT,Fort Smith,2014-08-14,35.3667802,-94.4010988,Fort Wayne,United States,North America,Cfa,16.0,31.0,-10.0,28.0,,1146.0,75.0,33818.0,307025.8442,1965.0,170343.5303,24154.71259,4909.679084,8.0,1.5,4.405,complete mix,Complete mix,Yes,No,,181.0,97.31182796,,2.43,251.0,134.9462366,,22.0,0.267413366,19.28,,0.1,0.33,,8.5,3.8,,1.3,Yes,,3330.0,3.1,,,,,,,719.0,USFT2B,28.0,75.0,4.405,251.0,19.28,3.8,30.3359375,21.42578125,1.3984375,8.2109375,0.7578125,0.26953125,1.515625,0.9375,16.93359375,1.01171875,1.671875,0.62890625,0.1953125,0.3828125,0.6875,0.09375,1.6796875,0.08203125,0.00390625,0.03515625,0.1171875,0.2890625,0.5234375,0.0078125,0.0078125,0.31640625,1.4765625,0.0,0.42578125,1.62109375,0.90625,0.08203125,0.96875,1.42578125,0.00390625,0.03515625,0.26171875,0.4296875,0.55078125,0.3359375,0.05078125,0.29296875,0.0390625,0.015625,0.14453125,0.25,0.21484375,0.82421875,0.10546875,0.0,0.01953125
USFT2C,USFT2,USFT,Fort Smith,2014-08-14,35.3667802,-94.4010988,Fort Wayne,United States,North America,Cfa,16.0,31.0,-10.0,28.0,,1146.0,75.0,33818.0,307025.8442,1965.0,170343.5303,24154.71259,4909.679084,8.0,1.5,4.405,complete mix,Complete mix,Yes,No,,181.0,97.31182796,,2.43,251.0,134.9462366,,22.0,0.267413366,19.28,,0.1,0.33,,8.5,3.8,,1.3,Yes,,3330.0,3.1,,,,,,,720.0,USFT2C,28.0,75.0,4.405,251.0,19.28,3.8,32.25390625,20.85546875,1.5703125,8.12890625,0.70703125,0.3203125,1.37890625,0.890625,16.99609375,0.765625,1.58203125,0.65625,0.16796875,0.3515625,0.63671875,0.0859375,1.66015625,0.1171875,0.01953125,0.03515625,0.11328125,0.30859375,0.48828125,0.0078125,0.03125,0.25,1.42578125,0.0,0.37890625,1.359375,0.97265625,0.09765625,0.80078125,1.1015625,0.00390625,0.0078125,0.2890625,0.40234375,0.453125,0.3046875,0.06640625,0.203125,0.01171875,0.02734375,0.14453125,0.25,0.234375,0.8984375,0.1328125,0.015625,0.0390625
USFT3A,USFT3,USFT,Fayetteville,2014-08-14,36.0808113,-94.0892966,Fort Wayne,United States,North America,Cfa,13.0,29.0,-16.0,25.0,,1151.0,73.0,33818.0,307025.8442,2008.0,113562.3535,18927.05892,,,,13.8,extended aeration,Extended aeration,Yes,Yes,,340.0,261.5384615,,3.3,863.0,663.8461538,,3.3,,26.8,,0.04,,,2.7,,,0.12,No,0.0,1700.0,0.09,,25.0,,,,,721.0,USFT3A,25.0,73.0,13.8,863.0,26.8,,34.015625,30.578125,1.0,4.2578125,0.98046875,0.47265625,2.03515625,0.94921875,9.03125,0.8359375,1.94140625,0.29296875,0.1875,0.23046875,0.57421875,0.3203125,1.14453125,0.19140625,0.02734375,0.09375,0.08203125,0.03125,0.42578125,0.0,0.02734375,0.78125,0.5,0.00390625,0.12109375,2.43359375,0.57421875,0.03125,2.6953125,0.08203125,0.03125,0.17578125,0.2578125,0.40234375,0.26953125,0.2890625,0.16015625,0.375,0.03515625,0.04296875,0.1953125,0.47265625,0.09765625,0.1796875,0.00390625,0.04296875,0.01953125
USFT3B,USFT3,USFT,Fayetteville,2014-08-14,36.0808113,-94.0892966,Fort Wayne,United States,North America,Cfa,13.0,29.0,-16.0,25.0,,1151.0,73.0,33818.0,307025.8442,2008.0,113562.3535,18927.05892,,,,13.8,extended aeration,Extended aeration,Yes,Yes,,340.0,261.5384615,,3.3,863.0,663.8461538,,3.3,,26.8,,0.04,,,2.7,,,0.12,No,0.0,1700.0,0.09,,25.0,,,,,722.0,USFT3B,25.0,73.0,13.8,863.0,26.8,,31.78125,38.5859375,0.90625,3.7890625,1.16015625,0.24609375,1.46875,0.765625,8.59375,0.515625,1.53515625,0.328125,0.12109375,0.1796875,0.484375,0.328125,0.63671875,0.1328125,0.015625,0.07421875,0.078125,0.09375,0.16796875,0.03515625,0.0234375,0.30078125,0.53515625,0.0078125,0.01953125,1.92578125,0.37109375,0.00390625,1.0703125,0.0859375,0.015625,0.08203125,0.25,0.57421875,0.28125,0.23046875,0.27734375,0.44921875,0.0390625,0.04296875,0.1484375,0.796875,0.12109375,0.2578125,0.01171875,0.015625,0.0390625
USFT3C,USFT3,USFT,Fayetteville,2014-08-14,36.0808113,-94.0892966,Fort Wayne,United States,North America,Cfa,13.0,29.0,-16.0,25.0,,1151.0,73.0,33818.0,307025.8442,2008.0,113562.3535,18927.05892,,,,13.8,extended aeration,Extended aeration,Yes,Yes,,340.0,261.5384615,,3.3,863.0,663.8461538,,3.3,,26.8,,0.04,,,2.7,,,0.12,No,0.0,1700.0,0.09,,25.0,,,,,723.0,USFT3C,25.0,73.0,13.8,863.0,26.8,,36.42578125,31.4765625,0.9140625,3.64453125,0.8671875,0.5078125,1.96484375,0.7265625,8.69921875,0.84765625,1.578125,0.359375,0.17578125,0.25390625,0.51171875,0.30078125,1.04296875,0.1484375,0.0078125,0.09375,0.0703125,0.02734375,0.41015625,0.00390625,0.0078125,0.5078125,0.51171875,0.00390625,0.06640625,2.203125,0.44140625,0.078125,2.2265625,0.05859375,0.01171875,0.1171875,0.28515625,0.38671875,0.2265625,0.2578125,0.1171875,0.375,0.03515625,0.03125,0.21875,0.49609375,0.05078125,0.1640625,0.0078125,0.0234375,0.03125
USFT4A,USFT4,USFT,Fayetteville,2014-08-14,36.0806674,-94.0892315,Fort Wayne,United States,North America,Cfa,13.0,29.0,-16.0,25.0,,1151.0,73.0,33818.0,307025.8442,1990.0,42396.61198,15520.18831,12643.27536,24.0,12.0,12.0,plug flow,Plug flow,Yes,Yes,,348.0,174.0,,3.3,863.0,431.5,,,0.12945019,26.8,,2.0,,,,4.7,,0.12,Yes,,3300.0,2.0,7.1,25.2,,,,,724.0,USFT4A,25.0,73.0,12.0,863.0,26.8,4.7,24.9453125,45.82421875,0.67578125,3.90234375,1.1015625,0.16015625,2.59375,0.734375,7.9296875,0.47265625,3.41796875,0.5859375,0.12890625,0.1484375,0.29296875,0.1796875,1.421875,0.15625,0.0703125,0.09375,0.05078125,0.09375,0.16796875,0.0078125,0.09375,0.37890625,0.52734375,0.00390625,0.015625,0.5390625,0.3125,0.12890625,0.21484375,0.0078125,0.03515625,0.296875,0.16015625,0.1796875,0.26953125,0.2265625,0.01953125,0.21875,0.046875,0.0546875,0.29296875,0.14453125,0.08203125,0.44921875,0.078125,0.0546875,0.01171875
USFT4B,USFT4,USFT,Fayetteville,2014-08-14,36.0806674,-94.0892315,Fort Wayne,United States,North America,Cfa,13.0,29.0,-16.0,25.0,,1151.0,73.0,33818.0,307025.8442,1990.0,42396.61198,15520.18831,12643.27536,24.0,12.0,12.0,plug flow,Plug flow,Yes,Yes,,348.0,174.0,,3.3,863.0,431.5,,,0.12945019,26.8,,2.0,,,,4.7,,0.12,Yes,,3300.0,2.0,7.1,25.2,,,,,725.0,USFT4B,25.0,73.0,12.0,863.0,26.8,4.7,26.81640625,42.82421875,0.671875,4.671875,1.03125,0.16796875,2.76171875,0.71484375,6.9296875,0.61328125,3.44140625,0.44140625,0.14453125,0.16015625,0.328125,0.20703125,2.33984375,0.1640625,0.08984375,0.0703125,0.07421875,0.0703125,0.16796875,0.01171875,0.11328125,0.37890625,0.6328125,0.01171875,0.02734375,0.54296875,0.28125,0.15234375,0.37890625,0.00390625,0.015625,0.359375,0.12109375,0.11328125,0.23828125,0.21875,0.02734375,0.21875,0.05859375,0.0546875,0.328125,0.19140625,0.12890625,0.3515625,0.0546875,0.05078125,0.03125
USFT4C,USFT4,USFT,Fayetteville,2014-08-14,36.0806674,-94.0892315,Fort Wayne,United States,North America,Cfa,13.0,29.0,-16.0,25.0,,1151.0,73.0,33818.0,307025.8442,1990.0,42396.61198,15520.18831,12643.27536,24.0,12.0,12.0,plug flow,Plug flow,Yes,Yes,,348.0,174.0,,3.3,863.0,431.5,,,0.12945019,26.8,,2.0,,,,4.7,,0.12,Yes,,3300.0,2.0,7.1,25.2,,,,,726.0,USFT4C,25.0,73.0,12.0,863.0,26.8,4.7,24.81640625,46.56640625,0.63671875,3.953125,0.9140625,0.109375,2.59765625,0.734375,7.40234375,0.63671875,3.3359375,0.53125,0.10546875,0.16796875,0.3515625,0.25390625,1.0703125,0.1015625,0.10546875,0.11328125,0.05078125,0.09765625,0.125,0.0,0.1015625,0.36328125,0.546875,0.00390625,0.015625,0.68359375,0.3203125,0.10546875,0.33203125,0.03125,0.01953125,0.36328125,0.09375,0.125,0.2109375,0.2421875,0.02734375,0.3046875,0.078125,0.08984375,0.3125,0.2265625,0.11328125,0.3671875,0.06640625,0.05078125,0.02734375
USFT5A,USFT5,USFT,Fayetteville,2014-08-15,36.2228008,-94.2884114,Fort Wayne,United States,North America,Cfa,14.0,29.0,-16.0,26.0,,1145.0,75.0,33818.0,307025.8442,2010.0,13627.48242,7570.823568,3406.870606,8.0,5.0,14.62,extended aeration,Extended aeration,Yes,Yes,,253.0,158.125,,,337.0,210.625,,,0.200793651,23.4,,,33.6,,,,,,No,0.0,2800.0,1.5,7.3,,,,,,727.0,USFT5A,26.0,75.0,14.62,337.0,23.4,,27.75390625,39.65625,0.94921875,4.16015625,1.5078125,0.54296875,2.4609375,0.55078125,3.69921875,1.203125,1.453125,0.3828125,0.10546875,0.171875,0.515625,0.47265625,1.453125,0.2421875,0.04296875,0.03125,0.07421875,0.14453125,0.33984375,0.0625,0.015625,0.3828125,0.640625,0.01171875,0.02734375,1.29296875,0.359375,0.01953125,3.92578125,0.2265625,0.0,0.48046875,0.2109375,0.90234375,0.15625,0.1484375,0.9609375,0.4609375,0.03125,0.04296875,0.03125,1.0390625,0.25390625,0.3515625,0.0234375,0.015625,0.01171875
USFT5B,USFT5,USFT,Fayetteville,2014-08-15,36.2228008,-94.2884114,Fort Wayne,United States,North America,Cfa,14.0,29.0,-16.0,26.0,,1145.0,75.0,33818.0,307025.8442,2010.0,13627.48242,7570.823568,3406.870606,8.0,5.0,14.62,extended aeration,Extended aeration,Yes,Yes,,253.0,158.125,,,337.0,210.625,,,0.200793651,23.4,,,33.6,,,,,,No,0.0,2800.0,1.5,7.3,,,,,,728.0,USFT5B,26.0,75.0,14.62,337.0,23.4,,28.5703125,37.91015625,0.98828125,4.2421875,1.4296875,0.5234375,2.99609375,0.48046875,4.171875,1.171875,1.3671875,0.3515625,0.15625,0.1171875,0.46875,0.41015625,1.62890625,0.26171875,0.0234375,0.0390625,0.04296875,0.1484375,0.37109375,0.06640625,0.03125,0.36328125,0.58984375,0.00390625,0.05859375,1.2109375,0.44140625,0.0078125,4.54296875,0.21875,0.00390625,0.4375,0.25390625,0.671875,0.203125,0.265625,0.84765625,0.3515625,0.0390625,0.02734375,0.03515625,0.88671875,0.28125,0.24609375,0.0234375,0.015625,0.00390625
USFT5C,USFT5,USFT,Fayetteville,2014-08-15,36.2228008,-94.2884114,Fort Wayne,United States,North America,Cfa,14.0,29.0,-16.0,26.0,,1145.0,75.0,33818.0,307025.8442,2010.0,13627.48242,7570.823568,3406.870606,8.0,5.0,14.62,extended aeration,Extended aeration,Yes,Yes,,253.0,158.125,,,337.0,210.625,,,0.200793651,23.4,,,33.6,,,,,,No,0.0,2800.0,1.5,7.3,,,,,,729.0,USFT5C,26.0,75.0,14.62,337.0,23.4,,28.3984375,42.65234375,0.90625,3.92578125,1.33203125,0.29296875,2.015625,0.60546875,5.09375,0.78125,1.47265625,0.37109375,0.1015625,0.16796875,0.53515625,0.46484375,0.6875,0.1640625,0.03125,0.03125,0.078125,0.18359375,0.1640625,0.08984375,0.01171875,0.3359375,0.67578125,0.00390625,0.02734375,1.32421875,0.44140625,0.01953125,1.33203125,0.21484375,0.00390625,0.33984375,0.28125,0.9296875,0.28515625,0.19921875,0.6640625,0.4609375,0.03515625,0.05078125,0.01953125,1.1796875,0.17578125,0.39453125,0.01953125,0.015625,0.01171875
USHI1A,USHI1,USHI,Honolulu,2014-08-13,21.3430659,-157.7074103,Honolulu,United States,North America,Aw,25.0,28.0,21.0,26.0,,1093.0,51.0,59007.0,993693.0,2008.0,4163.952962,2460.51766,,,,10.0,,,Yes,,,250.0,130.6165099,,,,,,,,,,4.8,,,6.3,,,0.73,,,1572.0,1.35,6.65,29.0,,,,,730.0,USHI1A,26.0,51.0,10.0,,,,44.9921875,19.12109375,1.85546875,5.49609375,1.953125,0.37109375,2.94921875,1.20703125,4.1953125,0.55078125,1.57421875,0.8515625,1.34375,0.24609375,0.64453125,0.734375,1.09375,0.15234375,0.08203125,0.38671875,0.03515625,0.88671875,1.1953125,0.10546875,0.0390625,0.17578125,0.40234375,0.05078125,0.5859375,0.41796875,0.51171875,0.16796875,0.96875,1.11328125,0.01171875,0.08203125,0.23828125,0.33984375,0.21484375,0.109375,0.10546875,0.18359375,0.07421875,0.078125,0.38671875,1.22265625,0.0546875,0.1953125,0.15625,0.00390625,0.0859375
USHI1B,USHI1,USHI,Honolulu,2014-08-13,21.3430659,-157.7074103,Honolulu,United States,North America,Aw,25.0,28.0,21.0,26.0,,1093.0,51.0,59007.0,993693.0,2008.0,4163.952962,2460.51766,,,,10.0,,,Yes,,,250.0,130.6165099,,,,,,,,,,4.8,,,6.3,,,0.73,,,1572.0,1.35,6.65,29.0,,,,,731.0,USHI1B,26.0,51.0,10.0,,,,47.96875,19.90234375,1.75390625,4.78515625,1.7265625,0.3828125,2.2890625,1.171875,3.953125,0.4296875,1.5625,0.84375,1.14453125,0.21875,0.60546875,0.6953125,0.72265625,0.11328125,0.0703125,0.390625,0.04296875,0.8671875,0.96875,0.078125,0.0390625,0.20703125,0.32421875,0.0390625,0.4140625,0.421875,0.49609375,0.12890625,0.828125,1.0546875,0.0078125,0.140625,0.23828125,0.390625,0.1640625,0.09375,0.08203125,0.203125,0.05859375,0.05859375,0.33203125,1.12890625,0.09375,0.125,0.11328125,0.015625,0.11328125
USHI1C,USHI1,USHI,Honolulu,2014-08-13,21.3430659,-157.7074103,Honolulu,United States,North America,Aw,25.0,28.0,21.0,26.0,,1093.0,51.0,59007.0,993693.0,2008.0,4163.952962,2460.51766,,,,10.0,,,Yes,,,250.0,130.6165099,,,,,,,,,,4.8,,,6.3,,,0.73,,,1572.0,1.35,6.65,29.0,,,,,732.0,USHI1C,26.0,51.0,10.0,,,,45.484375,20.26953125,1.58984375,5.52734375,1.75,0.4453125,2.62890625,1.09765625,4.1484375,0.38671875,1.6640625,0.84765625,1.06640625,0.24609375,0.60546875,0.6875,0.89453125,0.12109375,0.06640625,0.30859375,0.03515625,0.92578125,1.26953125,0.078125,0.0703125,0.25,0.359375,0.04296875,0.51953125,0.52734375,0.47265625,0.140625,0.78515625,1.03125,0.0078125,0.08984375,0.1875,0.4765625,0.17578125,0.0703125,0.04296875,0.265625,0.06640625,0.05859375,0.4140625,1.203125,0.05859375,0.234375,0.140625,0.01171875,0.15234375
USHI2A,USHI2,USHI,Honolulu,2014-08-12,21.6507054,-157.9255535,Honolulu,United States,North America,Aw,22.0,30.0,17.0,24.0,,1118.0,57.0,59007.0,993693.0,1975.0,6927.303565,1589.872949,1737.504009,,,,,,Yes,Yes,,,,,1.0,,,,,,,,,,,,,,,No,0.0,2010.0,2.9,5.9,,,,,,733.0,USHI2A,24.0,57.0,,,,,31.7109375,23.9609375,1.58203125,10.85546875,2.109375,0.390625,1.98828125,0.203125,10.2109375,0.8671875,1.48046875,0.6796875,1.1796875,0.71484375,1.515625,0.20703125,0.4921875,0.109375,0.02734375,0.19140625,0.0390625,0.03515625,0.29296875,0.02734375,0.03515625,0.21484375,0.53515625,0.03125,0.21875,2.20703125,0.62109375,0.15625,0.83984375,0.328125,0.015625,0.03515625,0.0703125,0.35546875,0.515625,0.38671875,0.109375,0.38671875,0.06640625,0.03125,0.0859375,1.13671875,0.1640625,0.50390625,0.04296875,0.00390625,0.03125
USHI2B,USHI2,USHI,Honolulu,2014-08-12,21.6507054,-157.9255535,Honolulu,United States,North America,Aw,22.0,30.0,17.0,24.0,,1118.0,57.0,59007.0,993693.0,1975.0,6927.303565,1589.872949,1737.504009,,,,,,Yes,Yes,,,,,1.0,,,,,,,,,,,,,,,No,0.0,2010.0,2.9,5.9,,,,,,734.0,USHI2B,24.0,57.0,,,,,29.671875,20.66796875,1.5390625,14.2578125,1.7734375,0.76953125,2.52734375,0.1171875,7.99609375,1.57421875,1.47265625,0.64453125,1.20703125,0.83203125,1.5390625,0.15625,1.59375,0.23046875,0.03515625,0.1328125,0.0390625,0.0625,0.5859375,0.0390625,0.0390625,0.20703125,0.4921875,0.046875,0.30078125,2.0703125,0.7109375,0.14453125,2.46484375,0.56640625,0.0390625,0.06640625,0.06640625,0.2109375,0.41796875,0.3984375,0.08984375,0.33203125,0.03515625,0.0234375,0.05078125,1.05078125,0.11328125,0.453125,0.07421875,0.01171875,0.05859375
